route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct
CLE-PHX,CLE,PHX,1737.0,988,3,76.84,5.52,36.0,0.81
CLT-DEN,CLT,DEN,1337.0,2790,5,77.6,4.75,46.6,1.254
CLT-MDW,CLT,MDW,584.0,719,1,76.47,8.88,42.0,1.947
CMH-DCA,CMH,DCA,323.0,2051,4,69.72,14.0,61.0,3.023
CMH-DEN,CMH,DEN,1154.0,1769,3,80.07,6.41,34.0,0.622
CMH-MCO,CMH,MCO,802.0,2148,4,78.07,8.41,49.0,1.49
CMH-MIA,CMH,MIA,990.0,1154,4,83.55,0.31,28.0,0.347
CMH-PHX,CMH,PHX,1670.0,1148,2,82.3,7.49,35.0,1.22
CMH-RSW,CMH,RSW,930.0,652,1,80.13,6.83,38.0,1.534
CMH-TPA,CMH,TPA,829.0,901,1,83.91,0.23,28.0,1.11
COS-DAL,COS,DAL,602.0,799,1,81.77,3.94,36.1,0.876
CVG-BNA,CVG,BNA,230.0,521,1,80.12,4.43,32.0,0.576
DAL-ABQ,DAL,ABQ,580.0,1626,1,77.09,7.12,42.0,1.353
DAL-BWI,DAL,BWI,1209.0,1814,1,74.6,10.6,42.0,1.929
DAL-CLT,DAL,CLT,926.0,377,1,59.14,21.51,67.8,1.061
DAL-FLL,DAL,FLL,1108.0,548,1,60.93,18.33,62.1,1.277
DAL-HRL,DAL,HRL,458.0,378,1,69.41,12.74,48.0,0.529
DAL-JAX,DAL,JAX,906.0,350,1,59.6,19.38,63.0,0.286
DAL-LGA,DAL,LGA,1381.0,1536,1,60.96,23.17,78.1,3.06
DAL-ORD,DAL,ORD,798.0,450,1,74.89,9.34,48.9,0.889
DAL-RDU,DAL,RDU,1052.0,421,1,63.53,16.2,56.0,1.663
DAL-SDF,DAL,SDF,725.0,350,1,74.57,9.82,45.5,1.143
DAL-SJC,DAL,SJC,1450.0,427,1,66.35,13.0,53.0,1.639
DAL-SLC,DAL,SLC,999.0,674,1,71.62,10.05,46.5,1.039
DAL-STL,DAL,STL,546.0,1939,1,76.35,8.7,47.0,1.392
DAL-TUL,DAL,TUL,237.0,1049,1,77.94,5.59,43.3,0.953
DCA-ATL,DCA,ATL,547.0,6801,6,78.33,7.15,52.0,3.323
DCA-CMH,DCA,CMH,323.0,2052,4,77.84,7.6,46.0,3.119
DCA-HOU,DCA,HOU,1218.0,1053,1,76.69,5.56,47.0,1.804
DCA-STL,DCA,STL,719.0,2414,5,73.49,11.28,56.0,2.444
DCA-TPA,DCA,TPA,814.0,2243,3,74.15,11.16,63.0,2.452
DEN-ATL,DEN,ATL,1199.0,5602,4,79.38,3.29,41.0,0.91
DEN-BNA,DEN,BNA,1013.0,3641,3,75.19,8.48,47.0,0.577
DEN-BOS,DEN,BOS,1754.0,3872,4,70.88,12.63,68.0,1.369
DEN-BUF,DEN,BUF,1359.0,587,3,67.69,15.27,68.0,0.17
DEN-BUR,DEN,BUR,850.0,2173,4,73.78,8.43,49.0,0.276
DEN-DTW,DEN,DTW,1123.0,3094,5,77.99,5.94,45.1,0.356
DEN-FLL,DEN,FLL,1703.0,1606,3,76.54,7.22,42.0,0.436
DEN-GRR,DEN,GRR,1015.0,1235,4,76.24,7.84,41.0,0.162
DEN-LGA,DEN,LGA,1620.0,4667,4,71.89,11.92,62.0,2.764
DEN-LGB,DEN,LGB,854.0,1005,1,73.35,8.76,44.0,0.597
DEN-PDX,DEN,PDX,991.0,4285,5,74.91,8.64,44.0,0.233
DEN-PHL,DEN,PHL,1558.0,3030,4,73.55,12.35,54.1,1.155
DEN-SEA,DEN,SEA,1024.0,6317,6,74.65,8.14,45.0,0.633
DEN-SMF,DEN,SMF,909.0,3850,4,73.83,9.24,47.0,0.286
DSM-LAS,DSM,LAS,1216.0,595,2,80.94,9.86,40.8,0.168
DSM-STL,DSM,STL,259.0,403,1,89.25,-5.08,16.0,0.744
DTW-BNA,DTW,BNA,456.0,2420,4,78.95,4.8,38.0,1.405
ELP-LAS,ELP,LAS,584.0,1330,2,80.83,5.43,38.0,0.602
FAT-LAS,FAT,LAS,259.0,1714,2,82.18,3.97,34.5,0.408
FLL-AUS,FLL,AUS,1105.0,1166,3,60.39,20.24,80.0,2.659
FLL-BNA,FLL,BNA,793.0,2147,4,69.68,12.28,59.0,1.956
FLL-DCA,FLL,DCA,899.0,2307,3,67.54,18.13,72.0,1.907
FLL-IND,FLL,IND,1005.0,1020,4,65.2,19.3,77.0,2.059
FLL-MSY,FLL,MSY,673.0,1411,3,64.93,16.35,72.2,2.126
FLL-SJU,FLL,SJU,1046.0,2338,4,66.58,16.7,60.0,1.625
GRR-DEN,GRR,DEN,1015.0,1234,4,77.6,9.85,42.0,0.324
GRR-MDW,GRR,MDW,137.0,931,1,77.77,3.83,30.0,0.43
GSP-BNA,GSP,BNA,265.0,667,1,83.41,-0.14,23.8,0.45
GSP-BWI,GSP,BWI,426.0,719,1,90.1,-2.86,14.0,1.53
HNL-LAX,HNL,LAX,2556.0,5514,6,80.99,5.66,32.0,0.526
HNL-LGB,HNL,LGB,2569.0,730,3,82.37,0.7,27.0,0.274
HNL-LIH,HNL,LIH,102.0,7722,3,84.61,4.38,22.0,1.334
HNL-OAK,HNL,OAK,2409.0,729,3,82.28,2.01,29.0,0.0
HNL-SJC,HNL,SJC,2417.0,809,3,82.75,2.88,25.0,0.0
HOU-ABQ,HOU,ABQ,759.0,978,1,79.73,3.22,36.0,0.511
HOU-ATL,HOU,ATL,696.0,2882,2,79.74,7.01,39.0,1.249
HOU-AUS,HOU,AUS,148.0,1362,1,74.94,7.06,39.0,0.367
HOU-BHM,HOU,BHM,570.0,448,1,76.01,7.97,39.0,0.446
HOU-DAL,HOU,DAL,239.0,4046,1,81.0,3.48,38.0,2.2
HOU-JAN,HOU,JAN,359.0,729,1,79.48,3.58,30.0,0.412
HOU-LAX,HOU,LAX,1390.0,1195,1,74.2,6.49,39.0,0.084
HOU-LGB,HOU,LGB,1374.0,461,1,85.81,-0.61,21.0,0.434
HOU-MCI,HOU,MCI,666.0,1002,1,76.38,7.17,39.6,0.299
HOU-MEM,HOU,MEM,484.0,830,1,74.08,8.86,38.0,1.325
HOU-PHX,HOU,PHX,1020.0,2098,1,76.89,5.74,38.0,0.477
HOU-TPA,HOU,TPA,781.0,1012,1,74.35,9.45,44.5,0.395
HOU-TUL,HOU,TUL,453.0,602,1,77.39,5.4,35.2,0.664
HRL-DAL,HRL,DAL,458.0,378,1,84.22,1.94,27.7,0.794
ICT-LAS,ICT,LAS,986.0,473,2,76.91,7.64,48.8,0.211
IND-BWI,IND,BWI,516.0,1216,1,85.86,0.13,22.0,1.398
IND-DAL,IND,DAL,755.0,675,1,79.37,3.12,43.0,1.185
IND-FLL,IND,FLL,1005.0,1018,4,78.09,7.7,43.6,1.965
JAN-BNA,JAN,BNA,327.0,366,1,83.47,2.45,23.0,0.546
JAX-MDW,JAX,MDW,848.0,416,1,79.95,4.93,33.2,1.442
KOA-HNL,KOA,HNL,163.0,7236,3,84.83,3.78,23.0,1.202
LAS-ATL,LAS,ATL,1747.0,4771,4,84.56,1.95,28.0,0.859
LAS-BUR,LAS,BUR,223.0,4129,3,79.39,4.15,40.0,1.332
LAS-DCA,LAS,DCA,2089.0,728,2,75.28,5.08,43.0,0.962
LAS-EUG,LAS,EUG,700.0,473,2,85.81,-1.45,21.0,0.0
LAS-KOA,LAS,KOA,2718.0,365,1,85.4,-6.06,22.0,0.0
LAS-MDW,LAS,MDW,1521.0,2300,2,75.97,5.56,38.0,0.696
LAS-MKE,LAS,MKE,1524.0,1049,3,74.21,6.2,39.0,0.763
LAS-MSY,LAS,MSY,1500.0,837,3,73.2,8.7,42.0,0.478
LAS-OGG,LAS,OGG,2695.0,735,3,84.07,2.6,25.0,0.68
LAS-ORD,LAS,ORD,1514.0,5237,5,76.71,9.75,50.0,1.298
LAS-SAT,LAS,SAT,1069.0,2024,3,74.71,8.8,42.0,0.296
LAS-TPA,LAS,TPA,1984.0,1031,3,68.82,14.33,47.0,0.873
LAS-TUS,LAS,TUS,364.0,1336,2,76.15,6.24,42.2,0.524
LAX-MDW,LAX,MDW,1751.0,1298,1,77.42,4.53,32.0,0.616
LBB-DAL,LBB,DAL,293.0,1506,1,84.32,1.28,29.0,1.062
LBB-LAS,LBB,LAS,775.0,365,1,79.44,3.55,43.2,1.096
LGA-HOU,LGA,HOU,1428.0,1359,1,72.46,8.31,53.0,3.311
LGB-DEN,LGB,DEN,854.0,1007,1,82.12,3.84,39.0,0.099
LGB-LAS,LGB,LAS,231.0,2117,1,81.01,2.74,35.0,0.472
LGB-SMF,LGB,SMF,387.0,1869,1,87.64,-4.41,21.0,0.375
LIH-OAK,LIH,OAK,2456.0,660,3,88.82,-4.97,17.0,0.303
LIT-DAL,LIT,DAL,296.0,1038,1,83.43,2.38,30.5,0.963
LIT-LAS,LIT,LAS,1294.0,360,1,84.68,1.47,26.2,0.278
MCI-DAL,MCI,DAL,461.0,2032,1,80.73,4.03,37.0,1.083
MCI-DCA,MCI,DCA,949.0,1927,5,74.92,11.61,50.0,3.269
MCO-IND,MCO,IND,829.0,2429,4,74.28,11.42,50.0,1.317
MCO-LAS,MCO,LAS,2039.0,1927,5,80.27,-0.04,37.0,0.156
MCO-MEM,MCO,MEM,684.0,738,3,71.84,13.65,64.0,2.304
MCO-OKC,MCO,OKC,1069.0,327,2,72.67,10.83,54.0,1.223
MCO-PIT,MCO,PIT,834.0,2219,4,75.25,8.56,49.0,1.307
MCO-SMF,MCO,SMF,2408.0,323,1,72.27,9.33,38.0,0.619
MDW-ATL,MDW,ATL,591.0,3527,3,79.46,3.38,39.9,2.07
MDW-DCA,MDW,DCA,601.0,2100,1,69.69,11.61,54.0,1.857
MDW-HOU,MDW,HOU,937.0,1857,1,74.24,6.44,41.9,1.239
MDW-LAX,MDW,LAX,1751.0,1298,1,69.32,11.2,50.0,0.924
MDW-LGA,MDW,LGA,725.0,2385,1,68.83,14.1,57.0,4.235
MDW-MYR,MDW,MYR,738.0,333,1,76.22,7.55,43.0,1.502
MDW-OAK,MDW,OAK,1844.0,505,1,64.06,16.2,53.0,1.386
MDW-OMA,MDW,OMA,423.0,1326,1,75.42,8.23,43.0,1.131
MDW-PHX,MDW,PHX,1444.0,2738,2,75.68,7.6,42.6,1.644
MDW-ROC,MDW,ROC,523.0,496,1,66.53,16.1,60.7,2.016
MDW-SAT,MDW,SAT,1036.0,661,1,77.3,5.09,38.9,1.21
MDW-SEA,MDW,SEA,1733.0,678,1,63.54,16.09,56.0,0.59
MDW-SMF,MDW,SMF,1790.0,675,1,68.86,14.46,55.3,0.889
MEM-MDW,MEM,MDW,480.0,670,1,83.69,3.94,29.5,1.791
MIA-BNA,MIA,BNA,806.0,2536,5,70.4,13.9,58.0,1.183
MIA-MDW,MIA,MDW,1182.0,503,2,68.37,16.47,63.0,1.59
MKE-DCA,MKE,DCA,634.0,1346,3,74.15,17.2,58.0,3.418
MKE-MCO,MKE,MCO,1066.0,1420,3,77.63,7.04,40.0,1.197
MSY-DAL,MSY,DAL,437.0,2287,1,77.03,7.77,45.0,1.137
MSY-LGA,MSY,LGA,1183.0,1420,5,71.35,17.89,71.0,3.732
MSY-MDW,MSY,MDW,825.0,1014,1,74.92,10.18,43.0,1.183
MSY-PHX,MSY,PHX,1301.0,934,4,78.69,8.71,39.0,0.428
MSY-SAT,MSY,SAT,495.0,346,1,76.81,7.18,39.2,0.289
OAK-ABQ,OAK,ABQ,889.0,353,1,77.05,5.99,33.0,0.0
OAK-LAS,OAK,LAS,407.0,3293,2,77.36,8.01,41.0,0.607
OAK-PDX,OAK,PDX,543.0,1305,3,80.38,4.03,37.0,0.383
OAK-PHX,OAK,PHX,646.0,1901,2,77.7,8.28,41.9,0.263
OGG-KOA,OGG,KOA,84.0,1460,3,80.37,6.8,28.0,0.137
OGG-LAS,OGG,LAS,2695.0,735,3,89.27,-7.41,15.0,0.544
OGG-LIH,OGG,LIH,202.0,1460,3,75.02,9.27,32.0,0.0
OGG-SJC,OGG,SJC,2355.0,471,3,76.87,9.75,35.4,0.425
OKC-STL,OKC,STL,462.0,411,2,90.15,-3.56,13.0,1.217
OMA-PHX,OMA,PHX,1037.0,2006,5,81.84,4.32,35.0,0.499
ONT-MDW,ONT,MDW,1706.0,360,1,90.2,-3.21,14.0,0.278
ONT-SMF,ONT,SMF,390.0,2114,1,85.62,-1.58,23.0,0.284
ORD-AUS,ORD,AUS,977.0,3174,6,72.86,12.13,63.5,2.016
ORD-PHX,ORD,PHX,1440.0,5586,4,73.09,13.6,61.0,1.772
ORF-BNA,ORF,BNA,585.0,423,1,78.62,5.19,30.0,0.473
PBI-BNA,PBI,BNA,757.0,365,1,69.15,10.87,50.6,0.274
PHL-DAL,PHL,DAL,1295.0,324,1,56.65,24.19,79.0,1.852
PHL-DEN,PHL,DEN,1558.0,3033,4,74.61,9.86,52.0,1.253
PHL-MDW,PHL,MDW,668.0,1524,2,74.76,13.86,50.0,1.706
PHL-STL,PHL,STL,814.0,1606,4,77.82,8.16,49.3,1.619
PHX-LGB,PHX,LGB,355.0,1520,1,79.56,3.99,33.0,0.526
PHX-MCI,PHX,MCI,1044.0,2472,5,76.07,8.44,37.2,0.607
PHX-MCO,PHX,MCO,1849.0,1852,3,74.74,9.26,39.0,0.702
PHX-MEM,PHX,MEM,1264.0,486,6,73.9,7.31,38.0,1.235
PHX-MKE,PHX,MKE,1460.0,1452,3,72.0,10.81,48.0,0.895
PHX-PDX,PHX,PDX,1010.0,3748,6,77.83,5.78,38.0,0.4
PHX-PIT,PHX,PIT,1814.0,809,3,75.03,10.73,54.0,0.618
PHX-SAT,PHX,SAT,843.0,2522,4,77.27,8.69,43.0,0.397
PHX-TPA,PHX,TPA,1788.0,1217,2,70.36,12.6,51.0,0.411
PIT-AUS,PIT,AUS,1210.0,321,2,81.5,1.55,28.2,0.312
PIT-BWI,PIT,BWI,210.0,1075,1,86.0,-1.39,24.4,1.395
PIT-HOU,PIT,HOU,1131.0,316,1,77.07,3.16,32.7,0.316
PIT-PHX,PIT,PHX,1814.0,808,3,77.22,9.34,39.0,0.619
PNS-DAL,PNS,DAL,592.0,490,1,83.71,2.63,31.0,0.408
PSP-SMF,PSP,SMF,439.0,522,1,83.37,0.14,29.0,0.575
PVD-DCA,PVD,DCA,356.0,2424,5,72.29,13.9,56.0,4.373
RDU-BNA,RDU,BNA,442.0,2214,2,80.7,4.58,35.0,1.355
RDU-DAL,RDU,DAL,1052.0,422,1,74.58,7.57,41.0,1.185
RIC-MCO,RIC,MCO,667.0,1188,4,71.43,17.83,74.6,2.02
RIC-MDW,RIC,MDW,629.0,413,1,76.6,8.93,47.5,0.969
RNO-DEN,RNO,DEN,804.0,2469,4,87.22,0.39,22.0,0.365
RNO-LAS,RNO,LAS,345.0,4101,3,82.11,1.84,34.0,0.829
RSW-BNA,RSW,BNA,722.0,806,1,78.7,6.81,38.6,0.744
RSW-IND,RSW,IND,945.0,807,2,76.96,9.47,47.0,0.496
RSW-MKE,RSW,MKE,1183.0,379,1,75.4,9.57,49.7,1.055
RSW-PIT,RSW,PIT,966.0,483,1,72.08,16.62,56.0,0.414
RSW-STL,RSW,STL,979.0,1008,1,81.1,5.44,36.0,0.794
SAN-ABQ,SAN,ABQ,628.0,686,1,76.95,6.0,45.0,0.729
SAN-BNA,SAN,BNA,1751.0,1092,1,74.1,6.38,40.0,0.916
SAN-DEN,SAN,DEN,853.0,6033,5,79.28,3.61,42.0,0.928
SAN-ELP,SAN,ELP,636.0,361,1,72.07,11.71,50.6,0.554
SAN-HNL,SAN,HNL,2614.0,1773,3,72.7,10.58,46.0,1.523
SAN-SAT,SAN,SAT,1129.0,610,1,69.87,12.03,55.0,0.656
SAT-HOU,SAT,HOU,192.0,1347,1,75.11,6.0,40.0,0.297
SAV-BWI,SAV,BWI,548.0,994,1,82.38,3.37,36.0,1.509
SAV-DAL,SAV,DAL,915.0,328,1,70.81,11.11,39.0,0.305
SBA-OAK,SBA,OAK,263.0,300,1,90.97,-8.42,13.0,0.333
SDF-DEN,SDF,DEN,1024.0,1097,2,83.53,1.26,29.0,1.003
SDF-TPA,SDF,TPA,727.0,406,1,82.83,1.67,25.0,1.97
SEA-LAS,SEA,LAS,867.0,5621,6,78.11,5.67,38.0,0.836
SFO-BWI,SFO,BWI,2457.0,1053,2,80.96,-0.42,33.6,0.57
SJC-BUR,SJC,BUR,296.0,2166,2,85.0,-0.05,25.0,1.2
SJC-HOU,SJC,HOU,1621.0,365,1,90.08,-2.61,14.0,0.274
SJC-LGB,SJC,LGB,324.0,1239,1,85.37,-0.43,24.0,0.161
SLC-DAL,SLC,DAL,999.0,674,1,78.13,6.23,38.8,1.187
SLC-HOU,SLC,HOU,1214.0,408,1,83.66,-1.08,26.7,0.245
SLC-SMF,SLC,SMF,532.0,2160,3,85.61,0.21,29.0,0.88
SMF-BWI,SMF,BWI,2395.0,364,1,84.44,-0.17,19.0,0.824
SMF-MDW,SMF,MDW,1790.0,677,1,85.84,-0.69,20.0,0.295
SMF-ONT,SMF,ONT,390.0,2115,1,84.36,1.42,27.0,0.378
SMF-PSP,SMF,PSP,439.0,523,1,87.69,1.56,19.1,0.191
SMF-SNA,SMF,SNA,404.0,2310,1,84.39,0.3,24.0,0.346
SMF-STL,SMF,STL,1679.0,331,1,79.7,4.86,27.1,0.0
SNA-SJC,SNA,SJC,342.0,2676,1,86.52,-3.04,23.0,0.747
SNA-SMF,SNA,SMF,404.0,2311,1,86.49,-0.45,22.0,0.952
SRQ-BNA,SRQ,BNA,648.0,686,2,79.36,8.84,35.8,0.437
STL-BWI,STL,BWI,738.0,1279,1,80.27,3.85,35.0,1.329
STL-HOU,STL,HOU,687.0,1539,1,78.5,3.02,36.1,0.325
STL-ICT,STL,ICT,392.0,403,1,81.2,3.98,39.0,0.993
STL-LIT,STL,LIT,296.0,403,1,85.43,1.45,25.3,1.241
STL-MSY,STL,MSY,604.0,733,1,83.58,1.47,30.0,0.136
STL-OMA,STL,OMA,342.0,825,1,77.43,6.9,46.7,0.121
STL-RDU,STL,RDU,668.0,655,1,80.89,5.39,35.7,0.153
STL-RSW,STL,RSW,979.0,1007,1,79.26,5.93,32.0,0.497
STL-SEA,STL,SEA,1709.0,884,2,79.06,2.57,30.0,0.905
STL-TUL,STL,TUL,351.0,403,1,82.21,3.19,36.4,0.993
TPA-ATL,TPA,ATL,406.0,6138,4,79.94,5.64,45.0,1.385
TPA-BUF,TPA,BUF,1053.0,731,2,80.69,6.19,39.2,1.231
TPA-CMH,TPA,CMH,829.0,902,1,80.5,3.61,34.0,1.22
TPA-HOU,TPA,HOU,781.0,1032,1,79.49,2.84,37.0,0.484
TPA-MDW,TPA,MDW,997.0,1569,2,75.44,10.2,41.0,2.103
TPA-MKE,TPA,MKE,1075.0,472,2,72.63,10.43,47.0,1.483
TPA-PHX,TPA,PHX,1788.0,1218,2,80.5,6.6,36.1,0.411
TPA-PIT,TPA,PIT,873.0,818,2,76.3,8.44,50.0,0.733
TPA-PVD,TPA,PVD,1136.0,467,2,69.7,15.29,59.9,0.857
TPA-SAT,TPA,SAT,972.0,374,2,77.75,2.54,36.8,0.267
TPA-SDF,TPA,SDF,727.0,405,1,85.61,-0.38,24.8,0.494
TUL-LAS,TUL,LAS,1076.0,742,2,81.71,3.08,33.0,0.539
TUL-MDW,TUL,MDW,583.0,451,1,84.98,4.26,29.5,0.887
BNA-PDX,BNA,PDX,1973.0,318,2,72.24,5.34,37.4,0.314
BUF-FLL,BUF,FLL,1166.0,553,2,75.46,9.59,54.9,2.351
CLE-MCO,CLE,MCO,895.0,2115,4,79.19,10.08,53.0,0.946
IND-SRQ,IND,SRQ,876.0,351,2,76.29,12.06,54.7,0.285
KOA-LAX,KOA,LAX,2504.0,1607,5,86.99,-2.18,22.7,1.245
MCI-PDX,MCI,PDX,1482.0,347,2,86.63,-2.46,20.0,0.576
AUS-SFO,AUS,SFO,1504.0,2805,5,73.54,9.59,58.0,0.606
MCO-PBI,MCO,PBI,141.0,607,1,69.87,10.44,55.7,0.494
MCO-RSW,MCO,RSW,133.0,608,1,60.93,16.01,54.7,0.658
MCO-SRQ,MCO,SRQ,104.0,607,1,72.97,10.31,58.8,0.494
SRQ-PIT,SRQ,PIT,912.0,340,2,74.33,10.13,48.8,1.471
TPA-ISP,TPA,ISP,1034.0,442,3,75.06,9.82,54.2,2.715
SBA-PHX,SBA,PHX,455.0,1431,4,85.34,6.37,28.0,1.118
TUS-ATL,TUS,ATL,1541.0,809,1,91.92,-2.42,10.0,1.978
SEA-MSP,SEA,MSP,1399.0,2684,2,86.37,-1.86,20.6,0.82
PHX-DTW,PHX,DTW,1671.0,2397,5,80.32,7.29,39.0,0.793
DFW-ATL,DFW,ATL,731.0,6690,6,75.23,10.59,59.0,2.601
LGA-ORD,LGA,ORD,733.0,11611,6,68.01,20.1,85.0,5.254
DTW-ATL,DTW,ATL,594.0,4857,3,78.92,8.15,44.0,0.803
ATL-CLE,ATL,CLE,554.0,3410,2,79.53,6.64,40.0,2.141
ELP-ATL,ELP,ATL,1282.0,724,1,88.19,3.33,19.8,2.072
ATL-DTW,ATL,DTW,594.0,4848,3,77.26,9.14,48.0,0.825
LGA-CHS,LGA,CHS,641.0,1471,2,73.74,8.13,63.0,5.031
TPA-JFK,TPA,JFK,1005.0,2298,3,79.33,6.25,54.5,3.568
ATL-BDL,ATL,BDL,859.0,2318,2,79.46,7.24,41.0,2.071
IAH-DTW,IAH,DTW,1075.0,2114,5,78.61,8.15,40.6,1.135
IAH-MSP,IAH,MSP,1034.0,1900,3,79.31,9.25,48.0,1.0
ORF-ATL,ORF,ATL,516.0,2941,2,85.21,2.15,31.0,1.564
CLT-MSP,CLT,MSP,930.0,2448,2,82.34,4.66,35.0,1.471
ATL-SRQ,ATL,SRQ,444.0,2294,1,81.08,5.71,36.0,1.744
IAH-JFK,IAH,JFK,1417.0,413,2,68.05,29.55,86.6,5.327
JFK-IAH,JFK,IAH,1417.0,413,2,74.68,5.62,53.0,3.632
FLL-LGA,FLL,LGA,1076.0,4690,4,65.8,19.68,78.3,4.435
BDL-ATL,BDL,ATL,859.0,2318,2,84.29,0.52,30.0,2.071
BHM-ATL,BHM,ATL,134.0,3334,1,87.48,-2.27,23.0,1.8
ATL-GPT,ATL,GPT,352.0,1317,1,83.44,3.11,34.9,1.595
ATL-EWR,ATL,EWR,746.0,6265,5,72.58,14.57,66.3,3.543
EWR-ATL,EWR,ATL,746.0,6271,5,77.69,8.29,57.0,3.604
ATL-CVG,ATL,CVG,373.0,3016,2,82.04,4.62,36.0,1.326
CVG-ATL,CVG,ATL,373.0,3020,2,86.08,-0.86,26.0,1.291
LGA-TPA,LGA,TPA,1010.0,2795,5,71.34,13.78,73.0,3.005
CMH-LGA,CMH,LGA,479.0,3048,3,79.69,5.97,52.0,4.167
ATL-SJU,ATL,SJU,1547.0,2099,3,70.94,13.96,51.3,1.334
STT-ATL,STT,ATL,1599.0,719,1,82.87,1.99,38.8,2.225
LEX-ATL,LEX,ATL,304.0,2054,1,87.66,-5.98,24.0,1.899
DTW-FLL,DTW,FLL,1127.0,2690,4,71.9,12.98,64.0,2.193
FLL-MSP,FLL,MSP,1487.0,709,1,81.64,6.39,42.8,1.551
ATL-TYS,ATL,TYS,152.0,1717,1,82.97,2.5,33.0,1.747
TLH-ATL,TLH,ATL,223.0,2003,2,86.22,0.87,28.0,1.697
LGA-MYR,LGA,MYR,563.0,667,3,77.22,9.94,59.0,3.598
LGA-BOS,LGA,BOS,184.0,7343,2,73.69,8.75,65.0,5.393
MCI-BOS,MCI,BOS,1256.0,646,3,72.77,15.31,76.0,2.786
OKC-ATL,OKC,ATL,761.0,1820,3,86.52,-2.37,25.0,2.692
MIA-SLC,MIA,SLC,2088.0,796,2,76.71,7.38,46.0,0.628
PHL-SLC,PHL,SLC,1927.0,818,2,78.25,10.13,39.0,2.078
ATL-ROC,ATL,ROC,749.0,1041,1,77.39,7.61,42.0,2.305
ROC-ATL,ROC,ATL,749.0,1041,1,80.04,5.01,42.0,2.402
ATL-BUF,ATL,BUF,712.0,1521,3,77.23,9.39,47.0,2.038
ATL-GRR,ATL,GRR,640.0,1426,2,83.4,4.67,30.0,1.473
GRR-ATL,GRR,ATL,640.0,1425,2,86.52,-2.8,24.0,1.404
CLT-SLC,CLT,SLC,1727.0,921,2,82.18,3.31,33.0,1.086
MSP-SNA,MSP,SNA,1522.0,577,1,68.92,13.86,51.0,1.386
BOS-MCO,BOS,MCO,1121.0,4620,6,70.55,14.28,71.0,2.987
MSP-SMF,MSP,SMF,1517.0,591,1,82.65,2.69,32.3,0.508
LGA-IAH,LGA,IAH,1416.0,4031,4,76.68,6.09,56.8,2.803
ATL-IAH,ATL,IAH,689.0,4926,5,76.47,7.77,50.0,1.847
ATL-SYR,ATL,SYR,794.0,1108,2,80.7,5.25,38.0,2.166
MIA-MSP,MIA,MSP,1501.0,1128,2,72.17,14.76,58.7,0.887
LIT-ATL,LIT,ATL,453.0,2294,1,89.17,-3.86,19.0,2.005
SAV-ATL,SAV,ATL,215.0,3037,1,87.92,-1.64,22.0,1.712
MSP-BOS,MSP,BOS,1124.0,1849,1,77.24,4.79,47.0,1.19
DTW-JFK,DTW,JFK,509.0,1222,2,82.54,2.93,38.7,3.601
ATL-SLC,ATL,SLC,1590.0,2964,2,82.91,3.01,34.0,0.472
BTR-ATL,BTR,ATL,448.0,1080,2,85.96,3.39,34.7,2.13
RSW-ATL,RSW,ATL,515.0,2816,2,85.75,1.59,28.0,1.705
PHL-ATL,PHL,ATL,666.0,5750,6,78.87,3.41,48.0,3.009
SJC-ATL,SJC,ATL,2116.0,901,1,92.66,-10.81,6.0,1.443
SLC-SNA,SLC,SNA,588.0,1855,3,83.76,2.1,27.0,0.701
ATL-ORD,ATL,ORD,606.0,6440,9,70.69,18.33,65.0,2.391
ATL-TLH,ATL,TLH,223.0,2003,2,83.75,3.55,33.0,1.697
DFW-LGA,DFW,LGA,1389.0,6705,4,66.27,20.05,80.0,4.862
AGS-ATL,AGS,ATL,143.0,636,2,84.47,1.32,28.3,2.673
RSW-BOS,RSW,BOS,1249.0,2194,3,70.36,17.51,73.0,2.826
DTW-RSW,DTW,RSW,1084.0,1802,3,74.49,11.07,51.0,1.998
BZN-MSP,BZN,MSP,874.0,805,1,90.23,-4.59,13.3,0.745
CVG-BOS,CVG,BOS,752.0,1999,3,80.41,2.14,54.6,3.152
ATL-MIA,ATL,MIA,594.0,6268,6,71.4,15.13,62.8,1.563
ATL-EYW,ATL,EYW,646.0,1460,1,82.95,4.54,35.6,1.438
CVG-LGA,CVG,LGA,585.0,316,3,79.74,13.25,73.0,2.848
GSO-LGA,GSO,LGA,461.0,1775,2,76.56,9.21,61.7,6.197
LGA-GSO,LGA,GSO,461.0,1773,2,75.81,5.37,61.7,5.584
ATL-IAD,ATL,IAD,534.0,3992,4,76.91,12.81,58.0,2.029
IND-SLC,IND,SLC,1355.0,364,1,88.86,-5.43,17.0,1.374
BOS-PBI,BOS,PBI,1197.0,2153,3,65.48,17.67,79.0,3.437
SAN-DTW,SAN,DTW,1956.0,1290,2,85.27,-1.18,22.0,1.008
SNA-MSP,SNA,MSP,1522.0,577,1,81.77,3.41,34.6,1.906
LAX-MSP,LAX,MSP,1535.0,2135,1,86.85,-2.82,22.0,0.89
ATL-SNA,ATL,SNA,1919.0,1033,1,75.89,6.9,36.5,0.871
SNA-ATL,SNA,ATL,1919.0,1033,1,80.67,9.63,38.0,1.065
JFK-MSP,JFK,MSP,1029.0,719,1,81.65,7.27,55.4,1.669
