route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
HYS-DEN,HYS,DEN,102,0.1303691809229991,0.3235294117647059,32.95195229848226,0.006350524836618986
SNA-SEA,SNA,SEA,720,0.13034386221422917,0.20555555555555555,27.10270898077223,0.00647643463425905
SAN-DTW,SAN,DTW,214,0.13033587757115053,0.205607476635514,26.640507181114124,0.007766875718006533
ABQ-SFO,ABQ,SFO,120,0.13022176393618187,0.3,31.350291260083516,0.005884747523426389
CLE-SFO,CLE,SFO,111,0.13018973547596116,0.23423423423423423,30.18197287310351,0.004230867389606329
PDX-SNA,PDX,SNA,240,0.13018113806222875,0.05,18.78011158704758,0.0062819512056658255
IAH-SNA,IAH,SNA,180,0.13008959049152002,0.2,24.82335433430142,0.003954027160662561
DTW-JAX,DTW,JAX,111,0.1300317155751022,0.14414414414414414,31.623458467088305,0.007235431387696577
SAV-MIA,SAV,MIA,104,0.12978798516381246,0.21153846153846154,29.444766484774075,0.007780457493096877
PDX-IAH,PDX,IAH,231,0.12951302638043574,0.20346320346320346,24.584883029326733,0.005719667927819657
RDM-SEA,RDM,SEA,301,0.12949422038967823,0.15282392026578073,45.44280649736474,0.01146551567925424
IND-IAD,IND,IAD,171,0.12939494203405771,0.1695906432748538,33.164803984569524,0.00937134288517492
ATL-PNS,ATL,PNS,510,0.1292485157210453,0.22156862745098038,31.172720473420387,0.008461018379698561
LAS-MSP,LAS,MSP,283,0.12924497200722407,0.1978798586572438,25.58426374428685,0.004997946599727137
SJU-IAH,SJU,IAH,183,0.12921373328305985,0.08196721311475409,20.1192305465865,0.0037825176609384884
PVD-BWI,PVD,BWI,294,0.1290697852390356,0.13945578231292516,15.374755210616962,0.008348580387222474
PWM-IAD,PWM,IAD,220,0.12902919904074886,0.16363636363636364,27.376808032122526,0.008210160881957501
SLC-GEG,SLC,GEG,296,0.12902776927158638,0.19594594594594594,28.151959032625765,0.004957927176133049
SDF-BWI,SDF,BWI,157,0.12896388417975918,0.18471337579617833,24.545227166194067,0.007301399373540246
SAN-PHL,SAN,PHL,179,0.12887341108735048,0.16201117318435754,30.03186514657303,0.010700802346742382
ILM-EWR,ILM,EWR,115,0.12855599859486455,0.12173913043478261,33.31986908290697,0.01700628431867962
SAT-LAX,SAT,LAX,296,0.1285013272301168,0.16891891891891891,27.663760981044256,0.00440439845667368
FAR-MSP,FAR,MSP,188,0.12848135438608996,0.05851063829787234,36.08375559461878,0.007526415016284173
BZN-SEA,BZN,SEA,302,0.12844062860537048,0.20198675496688742,26.933349685163687,0.005140284661473216
LAX-ACV,LAX,ACV,102,0.12811092046253822,0.18627450980392157,35.62574158462824,0.007470340391111402
RDU-IAD,RDU,IAD,166,0.128088283116918,0.1686746987951807,20.348807399531445,0.007344476038016119
LAX-FAT,LAX,FAT,174,0.1279146058549141,0.3160919540229885,23.167867309745702,0.0059787919597657415
IAH-TUL,IAH,TUL,142,0.12784139392241625,0.22535211267605634,28.012042213493668,0.004628683456783773
SFO-PHL,SFO,PHL,455,0.12782812198767296,0.2021978021978022,29.432501472221627,0.00840184433538274
LAX-GEG,LAX,GEG,228,0.12781134139942496,0.09649122807017543,27.639968654565642,0.004603964684065431
JAX-IAD,JAX,IAD,138,0.1276733061649661,0.18115942028985507,26.2763769177423,0.00595142702139648
PDX-RNO,PDX,RNO,114,0.1274514661677051,0.08771929824561403,20.070638723540725,0.005956829983022129
SLC-BOI,SLC,BOI,293,0.12744094472086062,0.13651877133105803,17.88772289093851,0.003085125915350619
CVG-IAD,CVG,IAD,110,0.1272880989719521,0.13636363636363635,29.92988366213712,0.011311106221831364
CLE-ATL,CLE,ATL,622,0.12694507341987643,0.20096463022508038,31.73443354211053,0.008965842220555074
MTJ-DEN,MTJ,DEN,242,0.1267815876044025,0.17768595041322313,36.29432187986768,0.005152803231528941
ORF-DTW,ORF,DTW,121,0.12651075422763824,0.21487603305785125,35.11609146811745,0.006320644420052528
LAS-IAH,LAS,IAH,514,0.12643871618731942,0.19844357976653695,25.82146732167047,0.004787882840970443
PSP-SEA,PSP,SEA,129,0.126401948085589,0.13953488372093023,27.139780976051508,0.00585576795745385
BFL-DEN,BFL,DEN,119,0.12535193643900527,0.2184873949579832,25.380414097249005,0.006649844748668434
BDL-IAD,BDL,IAD,140,0.1253321873024106,0.2,23.857182339259555,0.008822600029665848
HPN-ACK,HPN,ACK,102,0.12511590692926855,0.23529411764705882,52.49363914190554,0.009390257803056764
SAN-IAD,SAN,IAD,241,0.12495397807280552,0.1908713692946058,24.008457563724754,0.008176259102956315
PNS-CLT,PNS,CLT,262,0.12485942867307262,0.21755725190839695,36.16086343226542,0.01151105643641273
CVG-JFK,CVG,JFK,114,0.124785358903178,0.17543859649122806,27.64750423766019,0.014268589648799818
STS-PDX,STS,PDX,122,0.12469638877960502,0.040983606557377046,30.701564210360168,0.01022823317339871
SEA-MFR,SEA,MFR,251,0.12460732299730597,0.1593625498007968,37.62740792506244,0.005700657081361565
VPS-DAL,VPS,DAL,117,0.12445290870646127,0.27350427350427353,23.19010366130079,0.005773141891379856
GTF-DEN,GTF,DEN,120,0.1243859114125371,0.24166666666666667,22.981394171714783,0.004281297104802629
SGU-DFW,SGU,DFW,104,0.12431989703327417,0.40384615384615385,33.95455043132488,0.006268865031295649
GEG-ATL,GEG,ATL,104,0.12420398856584842,0.23076923076923078,21.481693579600407,0.00679261433497931
BDL-ATL,BDL,ATL,382,0.12384338500417028,0.1544502617801047,25.884371288159755,0.01004604981604073
SAN-ATL,SAN,ATL,371,0.12362403821230256,0.14555256064690028,27.85987129622714,0.009488799647841464
SLC-LGB,SLC,LGB,266,0.12357881645623006,0.12030075187969924,22.20806836723385,0.003313049658512076
BNA-IAH,BNA,IAH,250,0.12352082481980324,0.28,28.872711013793946,0.004885855044925674
RKS-DEN,RKS,DEN,118,0.1234524877015817,0.19491525423728814,63.22713234465001,0.0042550206741654
XNA-PHL,XNA,PHL,112,0.12338237584169422,0.22321428571428573,38.455422043800354,0.00973682071189167
AUS-CMH,AUS,CMH,116,0.12332310000884122,0.15517241379310345,29.90958205584822,0.005065555270793366
CLE-MSP,CLE,MSP,224,0.1232470144916858,0.16964285714285715,33.507180409772054,0.007005056978394501
AUS-PDX,AUS,PDX,122,0.12323489766873297,0.11475409836065574,24.04765134561257,0.004657959513992193
LGB-SMF,LGB,SMF,287,0.12321042639401317,0.18815331010452963,23.026154704210235,0.003737368550035574
PDX-EUG,PDX,EUG,108,0.12290078967257782,0.1111111111111111,11.816487427111026,0.004088336472503013
LAX-ABQ,LAX,ABQ,391,0.12278901310185032,0.16112531969309463,27.236090740584352,0.004174367007348041
SLC-MSP,SLC,MSP,290,0.1227846540253738,0.16896551724137931,23.961879506604426,0.00488201490942632
PSC-PHX,PSC,PHX,120,0.12247917229930559,0.18333333333333332,49.836435063680014,0.003378378749778879
MCO-PSE,MCO,PSE,120,0.12243747344861428,0.058333333333333334,25.599385635058084,0.006757173210107645
ATW-DFW,ATW,DFW,109,0.12240151220231975,0.12844036697247707,35.161260954830624,0.014162132805968458
VPS-BNA,VPS,BNA,123,0.12239183821692699,0.14634146341463414,23.995999972025555,0.005356798849515314
MKE-ATL,MKE,ATL,389,0.12218878140486299,0.15167095115681234,25.534993335949423,0.008815634142964027
MFR-PHX,MFR,PHX,120,0.12213942843178908,0.18333333333333332,47.65373493830363,0.0028834952828512826
SLC-SJC,SLC,SJC,332,0.12212846755801914,0.14457831325301204,22.09108926876482,0.0027421811239300184
CLE-IAD,CLE,IAD,231,0.1221274808533006,0.15151515151515152,23.260808094239337,0.007544021858139184
SNA-IAH,SNA,IAH,181,0.12189906152243114,0.2154696132596685,31.73630170664076,0.005069283108633444
GGG-DFW,GGG,DFW,109,0.12181977469713316,0.13761467889908258,30.536695025382787,0.012889268166761388
SMF-MDW,SMF,MDW,161,0.12179227245057592,0.13664596273291926,25.56072363646134,0.005656434399098522
SLC-LAX,SLC,LAX,661,0.12170962892393843,0.15128593040847202,18.402024345571082,0.004876832936386133
MHK-DFW,MHK,DFW,178,0.12157624671131037,0.20786516853932585,25.928780164611474,0.012050397959100442
SAN-LAX,SAN,LAX,424,0.12156115026863397,0.10849056603773585,28.59145836110385,0.007935777793084886
LAX-IAD,LAX,IAD,490,0.12154021915428492,0.14081632653061224,22.56964460295074,0.005920569292695718
MSY-IAH,MSY,IAH,415,0.12146789320262082,0.23373493975903614,23.920726468189653,0.004571307621238072
BOI-SJC,BOI,SJC,120,0.12138630660871665,0.11666666666666667,21.96216025352478,0.002262561074652088
SBA-DEN,SBA,DEN,171,0.12131173466468415,0.17543859649122806,26.179062118307193,0.003853828879073262
CVG-EWR,CVG,EWR,192,0.12128397403284907,0.11458333333333333,33.82277669509252,0.013365847647387104
SHR-DEN,SHR,DEN,117,0.12128342140434134,0.24786324786324787,30.316329776731312,0.004832523523784074
BZN-MSP,BZN,MSP,174,0.12120122207735462,0.05747126436781609,22.240811457579163,0.005244786147354434
SAT-CLT,SAT,CLT,237,0.12119582100508082,0.16877637130801687,31.971589663863686,0.009780306263854064
SAT-EWR,SAT,EWR,104,0.12104035964092383,0.23076923076923078,34.70612307695242,0.008130364972254578
LAX-MRY,LAX,MRY,121,0.12065081606226519,0.1487603305785124,37.479235861912244,0.007062194951663702
SFO-LIH,SFO,LIH,240,0.12063072596987089,0.12916666666666668,23.43181357383728,0.002771903847072584
RDU-MSP,RDU,MSP,228,0.12061118283880908,0.2324561403508772,23.90548324166683,0.006251886750206999
BTR-ATL,BTR,ATL,214,0.12056384139877056,0.20093457943925233,31.597253906392606,0.00957514342228207
OGG-SFO,OGG,SFO,366,0.1203462571679243,0.09836065573770492,22.61415356365058,0.004755393912604033
AUS-DTW,AUS,DTW,226,0.1202783410363229,0.1504424778761062,25.655487452988076,0.005376298113019559
SFO-PSC,SFO,PSC,106,0.12026110031413582,0.2358490566037736,24.004747669651824,0.005405315764705246
RIW-DEN,RIW,DEN,121,0.1201464115711283,0.2396694214876033,29.680670060402107,0.004617540322274702
BJI-MSP,BJI,MSP,120,0.12013706117868424,0.13333333333333333,27.154532472292583,0.00566851345203878
HRL-DFW,HRL,DFW,222,0.12009669883965372,0.18018018018018017,33.78775086274018,0.012453130513186687
SAN-MSP,SAN,MSP,210,0.12007792237259093,0.12380952380952381,25.53731601805914,0.007160210047363186
ECP-ATL,ECP,ATL,437,0.11996945694464023,0.19221967963386727,25.406047188171804,0.009473766412669688
RDU-IAH,RDU,IAH,149,0.11981528432377232,0.16778523489932887,26.007308665537995,0.0054598090440655745
SFO-OGG,SFO,OGG,370,0.11948090109067994,0.17027027027027028,21.584041750108874,0.005363289056586809
SEA-PSC,SEA,PSC,190,0.11930529334043202,0.18947368421052632,25.808393679167096,0.005308134840360206
BDL-DTW,BDL,DTW,222,0.11930237215448607,0.1036036036036036,17.561640327041214,0.008636972654367919
MCI-DTW,MCI,DTW,229,0.11918394544108986,0.13537117903930132,23.41326751875565,0.006628447663767831
GEG-LAX,GEG,LAX,227,0.11901642431377839,0.09691629955947137,26.447637793251072,0.005144169044542012
SLC-IAH,SLC,IAH,285,0.11894385027780867,0.19298245614035087,25.544314695659438,0.00533656124672335
OMA-LAX,OMA,LAX,121,0.11887705874098234,0.08264462809917356,33.11898065992623,0.005670517913935598
TUL-MDW,TUL,MDW,119,0.11872286625018641,0.14285714285714285,20.607297815194652,0.006051698352256027
IND-ATL,IND,ATL,539,0.11846330864890608,0.14285714285714285,26.87075253806884,0.007861001763699783
LIT-DAL,LIT,DAL,173,0.11834708601236343,0.2947976878612717,18.692726253774126,0.006308088998374497
ILM-ATL,ILM,ATL,234,0.11821594199117942,0.14102564102564102,27.414058558961266,0.0077769464361323514
MEI-IAH,MEI,IAH,104,0.11817854492423627,0.21153846153846154,35.54600451542781,0.00646629283160326
PDX-CLT,PDX,CLT,117,0.11805879885060155,0.11965811965811966,20.225852257166153,0.008876894843302854
LAS-IAD,LAS,IAD,177,0.117779781757775,0.3107344632768362,28.523141882513876,0.005610677498075497
SRQ-ATL,SRQ,ATL,396,0.11776231423095622,0.1717171717171717,15.065552022119965,0.01108002165571002
LAS-ATL,LAS,ATL,768,0.11754740503965877,0.23177083333333334,24.327793506284554,0.006015013755484465
SFO-PIT,SFO,PIT,111,0.11749998258577811,0.13513513513513514,20.364898922207118,0.00553105678409338
ONT-IAH,ONT,IAH,118,0.11747118625474179,0.1694915254237288,27.659110198586674,0.006173959738559654
STL-SLC,STL,SLC,182,0.11730567410915763,0.13736263736263737,30.836345117170733,0.005634905411632823
SLC-CVG,SLC,CVG,166,0.11722054992275066,0.1144578313253012,21.67153049377074,0.0050478276642337
MCI-ATL,MCI,ATL,569,0.11720871707336136,0.1687170474516696,22.491871612562235,0.007316483571533657
TPA-IAH,TPA,IAH,214,0.11713555698918406,0.19626168224299065,27.58177787121211,0.004433666631855347
CAE-ATL,CAE,ATL,305,0.11665259516630017,0.21311475409836064,28.08388789599059,0.006472163174864372
FAT-DEN,FAT,DEN,241,0.11647745254314291,0.15767634854771784,24.81606942489434,0.005798643604380849
SLC-SMF,SLC,SMF,400,0.11634733295999468,0.17,19.594859759807587,0.004258594302644516
ABQ-LAX,ABQ,LAX,392,0.11634369398828368,0.12244897959183673,24.266210411276138,0.004744173954739901
TLH-ATL,TLH,ATL,366,0.1161378174918434,0.17486338797814208,24.548918747511067,0.006911993977924188
AVL-ATL,AVL,ATL,373,0.11613290440341104,0.1769436997319035,19.22992770218018,0.005832719449843193
OAK-OGG,OAK,OGG,121,0.11607334399518889,0.2396694214876033,17.183314894841722,0.004237715481230837
EAR-DEN,EAR,DEN,104,0.11599933807379924,0.16346153846153846,28.11057688639714,0.0055703305205007875
ORF-ATL,ORF,ATL,538,0.11574920385965184,0.2211895910780669,29.223154713230063,0.007419936109103099
RNO-PDX,RNO,PDX,113,0.11574698470335092,0.07964601769911504,24.119950083504737,0.006331756078448575
TXK-DFW,TXK,DFW,117,0.11555533072887322,0.20512820512820512,27.86455707060985,0.013098126475806118
LAS-CLT,LAS,CLT,354,0.11541666738731039,0.192090395480226,23.777961413065594,0.006770869884691575
MDT-ATL,MDT,ATL,192,0.11503812162360798,0.16666666666666666,44.395480781793594,0.009249103562906385
DFW-SPS,DFW,SPS,120,0.11500027223179737,0.24166666666666667,18.847891775767007,0.01288133393209733
SAV-CLT,SAV,CLT,295,0.11484771413823305,0.15254237288135594,25.744079004707984,0.01139526370364587
RDU-ATL,RDU,ATL,789,0.11459265648846542,0.16983523447401774,22.42992522719544,0.007673621752492136
SLC-RDM,SLC,RDM,122,0.11445404491463645,0.05737704918032787,18.084131295563743,0.007069506149998576
LAX-PDX,LAX,PDX,704,0.11437797913624143,0.15482954545454544,26.361649708314374,0.004794955225687668
SAT-DTW,SAT,DTW,165,0.114252244116682,0.07272727272727272,25.64004485390403,0.006223690629537616
TYS-ATL,TYS,ATL,305,0.1139754153665949,0.1540983606557377,19.338420101853668,0.009517567700936229
MOB-ATL,MOB,ATL,149,0.11365443955631864,0.18791946308724833,35.30416256949405,0.010517725526215204
COS-ATL,COS,ATL,120,0.1136236038679878,0.125,42.37561655044556,0.007285874877048687
GEG-MSP,GEG,MSP,172,0.11344712030489085,0.0872093023255814,25.833137007646783,0.005142535730345832
SMF-HNL,SMF,HNL,120,0.11337496240933737,0.13333333333333333,27.911257100105285,0.0031968675235087875
EUG-PDX,EUG,PDX,108,0.11337153268633066,0.09259259259259259,16.330798347791035,0.009260164823866001
SMF-SLC,SMF,SLC,399,0.11323043651748121,0.14285714285714285,17.510744456958054,0.0050729748114575575
GEG-SLC,GEG,SLC,295,0.11316646388021566,0.10847457627118644,20.520361664335606,0.005422782326926186
BRD-MSP,BRD,MSP,106,0.11308503825709505,0.08490566037735849,29.710517073577304,0.008441833014828417
IAD-SAT,IAD,SAT,114,0.11295393743274505,0.23684210526315788,22.074329259102804,0.0037645080367822133
SLC-IAD,SLC,IAD,118,0.11264499939851842,0.22033898305084745,21.12762937707416,0.006364590484525793
GNV-ATL,GNV,ATL,288,0.11262448609340936,0.15625,25.16475404633416,0.009885515788845283
SMF-OGG,SMF,OGG,117,0.11245441685120265,0.08547008547008547,17.027212591252777,0.005121729119500818
PSP-DEN,PSP,DEN,183,0.11235473714158183,0.16939890710382513,29.06424480709222,0.004801496280023181
IAD-CHS,IAD,CHS,120,0.11220610147962967,0.11666666666666667,18.1085209051768,0.006460608353410832
LAX-SLC,LAX,SLC,659,0.11209509310867971,0.15477996965098634,21.172982306328457,0.004854644738064567
SLC-DTW,SLC,DTW,299,0.1120752222262896,0.18394648829431437,22.178013316763682,0.004985559432701921
SRQ-EWR,SRQ,EWR,118,0.1120447440672729,0.2796610169491525,20.656765283164333,0.010633728856251377
MEM-ATL,MEM,ATL,622,0.11202489732019004,0.1945337620578778,27.783483057543396,0.007550387962042627
CLD-PHX,CLD,PHX,241,0.11188999761313323,0.1825726141078838,23.587734277812277,0.006289290930859405
RSW-IAH,RSW,IAH,113,0.11171511758481507,0.1504424778761062,25.45712697189466,0.004264346869221251
PIH-SLC,PIH,SLC,121,0.11151314151188559,0.08264462809917356,29.02706081611066,0.00514989987415962
RDU-DTW,RDU,DTW,224,0.1113675226390894,0.125,23.48960506916046,0.0060259074084055815
HPN-ATL,HPN,ATL,113,0.11135681857049992,0.20353982300884957,36.423696737373824,0.010199231723070903
SLC-SNA,SLC,SNA,291,0.11126526998183162,0.15807560137457044,23.1167313552804,0.0050314294552264655
SLC-FCA,SLC,FCA,190,0.11115394826782377,0.12105263157894737,25.939014735974762,0.009085925055765791
GPT-ATL,GPT,ATL,228,0.11104946498546683,0.16666666666666666,24.83426503131264,0.006951178267831991
SLC-BUR,SLC,BUR,241,0.11101720803629808,0.07883817427385892,30.582399740258687,0.006805084349418228
LAX-MSP,LAX,MSP,401,0.1107485930428392,0.16957605985037408,21.31986529333633,0.0053273672913029535
SLC-SAT,SLC,SAT,175,0.11072322521890912,0.18285714285714286,22.3096456691197,0.005471929467416235
SJU-IAD,SJU,IAD,122,0.11057741469779953,0.06557377049180328,21.118171770064556,0.005778807356617734
PIT-JFK,PIT,JFK,282,0.1103919007888077,0.1524822695035461,20.606835821841624,0.012265483056363024
SLC-PDX,SLC,PDX,448,0.11028672393877059,0.12946428571428573,24.068505133901322,0.004857020293475016
SLC-PIH,SLC,PIH,121,0.10939996861968158,0.09917355371900827,27.388805972643134,0.007654946339739995
MAF-DAL,MAF,DAL,216,0.1093614976680665,0.1388888888888889,26.51509402030044,0.007426539893177423
ICT-ATL,ICT,ATL,195,0.1085188511472482,0.18461538461538463,14.36125216117272,0.009126511309295893
PDX-LAX,PDX,LAX,704,0.10826538405804471,0.13920454545454544,19.136975323612038,0.006049982261908345
MFR-SEA,MFR,SEA,251,0.10794348922739941,0.14741035856573706,28.236843147125853,0.0031918722448781842
RDM-PHX,RDM,PHX,119,0.10788829324125242,0.10084033613445378,41.387810715106355,0.007990205402616874
SDF-IAD,SDF,IAD,121,0.10788760007905566,0.11570247933884298,20.73898455722273,0.009683437622533958
SAT-SLC,SAT,SLC,174,0.1078211010016244,0.14367816091954022,29.018620364967433,0.006196187574948583
BUR-PDX,BUR,PDX,180,0.10776660069823266,0.1,25.925279076894125,0.007754121241824967
JAN-CLT,JAN,CLT,144,0.10742350440058443,0.1875,31.591640949249268,0.01146026819907619
MLB-ATL,MLB,ATL,238,0.10692803589861934,0.21428571428571427,17.05882528349131,0.007830551393337763
RSW-ATL,RSW,ATL,420,0.10681309684933651,0.14285714285714285,27.707698236192975,0.007738561228369222
MCI-SLC,MCI,SLC,175,0.10674679860472679,0.12,22.531324201311385,0.005876783139205405
SLC-BIL,SLC,BIL,180,0.10650681898825698,0.17222222222222222,22.97325767940945,0.005663304132982516
SPS-DFW,SPS,DFW,121,0.10634687912365622,0.24793388429752067,32.96884383840009,0.01255832373576819
SMF-IAH,SMF,IAH,121,0.10600149391357563,0.15702479338842976,29.585246086120605,0.004272806816080139
SAT-ATL,SAT,ATL,477,0.10588077104316568,0.22012578616352202,25.601724792576437,0.007831274942298861
PVD-ATL,PVD,ATL,225,0.10586393922567368,0.19111111111111112,23.087051535712348,0.010387957298216668
PDX-ATL,PDX,ATL,295,0.10519249156370002,0.2,21.495691850629903,0.00711506709960526
AUS-IAD,AUS,IAD,174,0.10514115242437384,0.1724137931034483,25.603222863427526,0.004861676926056375
CLL-DFW,CLL,DFW,174,0.10491769045762632,0.16666666666666666,17.324340442131305,0.011893825042624396
TUL-DAL,TUL,DAL,165,0.10435597575975186,0.21212121212121213,16.787973642349243,0.005952379317719958
