route,origin,dest,distance_mi,scheduled_flights,route_segment
AUS-OAK,AUS,OAK,1497.0,359,"Thin route - long delay tail, high average delay"
AUS-OKC,AUS,OKC,358.0,318,"Thin route - reliable, short delay tail"
AUS-OMA,AUS,OMA,772.0,26,
AUS-ONT,AUS,ONT,1196.0,335,"Thin route - long-haul, rarely cancels"
AUS-ORD,AUS,ORD,977.0,3171,"Trunk route - multi-carrier, unreliable"
AUS-PDX,AUS,PDX,1715.0,607,"Thin route - long-haul, rarely cancels"
AUS-PHL,AUS,PHL,1431.0,1166,"Thin route - long delay tail, high average delay"
AUS-PHX,AUS,PHX,872.0,3388,"Trunk route - multi-carrier, unreliable"
AUS-PIT,AUS,PIT,1210.0,321,"Thin route - long delay tail, high average delay"
AUS-PNS,AUS,PNS,626.0,124,
AUS-PSP,AUS,PSP,1132.0,108,
AUS-PVU,AUS,PVU,1051.0,107,
AUS-RDU,AUS,RDU,1162.0,521,"Thin route - long-haul, rarely cancels"
AUS-RNO,AUS,RNO,1405.0,191,
AUS-RSW,AUS,RSW,1001.0,5,
AUS-SAN,AUS,SAN,1164.0,2561,"Trunk route - multi-carrier, unreliable"
AUS-SDF,AUS,SDF,876.0,3,
AUS-SEA,AUS,SEA,1770.0,2067,"Thin route - long-haul, rarely cancels"
AUS-SFB,AUS,SFB,994.0,24,
AUS-SFO,AUS,SFO,1504.0,2805,"Trunk route - multi-carrier, unreliable"
AUS-SJC,AUS,SJC,1476.0,1119,"Thin route - long-haul, rarely cancels"
AUS-SJU,AUS,SJU,2146.0,34,
AUS-SLC,AUS,SLC,1086.0,1785,"Thin route - reliable, short delay tail"
AUS-SMF,AUS,SMF,1481.0,385,"Thin route - long-haul, rarely cancels"
AUS-SNA,AUS,SNA,1209.0,352,"Thin route - long-haul, rarely cancels"
AUS-SRQ,AUS,SRQ,936.0,35,
AUS-STL,AUS,STL,721.0,973,"Thin route - reliable, short delay tail"
AUS-TPA,AUS,TPA,928.0,1532,"Trunk route - multi-carrier, unreliable"
AUS-TUL,AUS,TUL,426.0,310,"Thin route - long delay tail, high average delay"
AUS-TYS,AUS,TYS,882.0,73,
AUS-XNA,AUS,XNA,462.0,2,
AVL-ATL,AVL,ATL,164.0,2018,"Thin route - reliable, short delay tail"
AVL-AUS,AVL,AUS,950.0,44,
AVL-BOS,AVL,BOS,783.0,219,
AVL-CLT,AVL,CLT,91.0,812,"Thin route - reliable, short delay tail"
AVL-DCA,AVL,DCA,384.0,522,"Thin route - long delay tail, high average delay"
AVL-DEN,AVL,DEN,1248.0,426,"Thin route - long-haul, rarely cancels"
AVL-DFW,AVL,DFW,848.0,721,"Thin route - long delay tail, high average delay"
AVL-EWR,AVL,EWR,583.0,252,
AVL-EYW,AVL,EYW,751.0,107,
AVL-FLL,AVL,FLL,661.0,659,"Thin route - long delay tail, high average delay"
AVL-HOU,AVL,HOU,843.0,25,
AVL-IAD,AVL,IAD,371.0,89,
AVL-LAS,AVL,LAS,1824.0,104,
AVL-LGA,AVL,LGA,599.0,445,"Thin route - long delay tail, high average delay"
AVL-MCO,AVL,MCO,488.0,119,
AVL-MDW,AVL,MDW,521.0,57,
AVL-MIA,AVL,MIA,677.0,221,
AVL-MSP,AVL,MSP,861.0,49,
AVL-ORD,AVL,ORD,536.0,1473,"Trunk route - multi-carrier, unreliable"
AVL-PBI,AVL,PBI,620.0,162,
AVL-PGD,AVL,PGD,588.0,222,
AVL-PHL,AVL,PHL,504.0,50,
AVL-PHX,AVL,PHX,1683.0,18,
AVL-PIE,AVL,PIE,519.0,508,"Thin route - long delay tail, high average delay"
AVL-SFB,AVL,SFB,465.0,516,"Thin route - long delay tail, high average delay"
AVL-SRQ,AVL,SRQ,554.0,113,
AVL-VPS,AVL,VPS,412.0,18,
AVP-CLT,AVP,CLT,509.0,980,"Thin route - reliable, short delay tail"
AVP-ORD,AVP,ORD,632.0,843,"Thin route - long delay tail, high average delay"
AZA-ATW,AZA,ATW,1452.0,261,
AZA-BIL,AZA,BIL,878.0,178,
AZA-BIS,AZA,BIS,1092.0,243,
AZA-BLI,AZA,BLI,1208.0,145,
AZA-BMI,AZA,BMI,1348.0,28,
AZA-BOI,AZA,BOI,749.0,75,
AZA-BZN,AZA,BZN,861.0,150,
AZA-CID,AZA,CID,1240.0,192,
AZA-COS,AZA,COS,543.0,66,
AZA-CVG,AZA,CVG,1553.0,83,
AZA-DSM,AZA,DSM,1137.0,180,
AZA-EUG,AZA,EUG,971.0,117,
AZA-FAR,AZA,FAR,1220.0,372,"Thin route - reliable, short delay tail"
AZA-FCA,AZA,FCA,1044.0,95,
AZA-FNT,AZA,FNT,1650.0,110,
AZA-FSD,AZA,FSD,1072.0,371,"Thin route - reliable, short delay tail"
AZA-FWA,AZA,FWA,1546.0,85,
AZA-GEG,AZA,GEG,1034.0,99,
AZA-GFK,AZA,GFK,1260.0,67,
AZA-GRI,AZA,GRI,905.0,136,
AZA-GRR,AZA,GRR,1561.0,211,
AZA-GTF,AZA,GTF,978.0,91,
AZA-ICT,AZA,ICT,855.0,109,
AZA-IDA,AZA,IDA,705.0,219,
AZA-LAS,AZA,LAS,276.0,17,
AZA-LSE,AZA,LSE,1318.0,51,
AZA-MLI,AZA,MLI,1287.0,95,
AZA-MOT,AZA,MOT,1164.0,153,
AZA-MSO,AZA,MSO,948.0,140,
AZA-OMA,AZA,OMA,1026.0,108,
AZA-PDX,AZA,PDX,1028.0,52,
AZA-PIA,AZA,PIA,1312.0,213,
AZA-PSC,AZA,PSC,977.0,133,
AZA-PVU,AZA,PVU,477.0,706,"Thin route - reliable, short delay tail"
AZA-RAP,AZA,RAP,873.0,197,
AZA-RFD,AZA,RFD,1373.0,184,
AZA-SBN,AZA,SBN,1501.0,147,
AZA-SGF,AZA,SGF,1066.0,186,
AZA-SNA,AZA,SNA,360.0,49,
AZA-STC,AZA,STC,1259.0,112,
AZA-TVC,AZA,TVC,1599.0,33,
AZA-XNA,AZA,XNA,1006.0,42,
AZO-DTW,AZO,DTW,113.0,1027,"Thin route - long delay tail, high average delay"
AZO-ORD,AZO,ORD,122.0,964,"Thin route - reliable, short delay tail"
BDL-ATL,BDL,ATL,859.0,2318,"Thin route - reliable, short delay tail"
BDL-BNA,BDL,BNA,852.0,390,"Thin route - reliable, short delay tail"
BDL-BWI,BDL,BWI,283.0,1749,"Thin route - reliable, short delay tail"
BDL-CLT,BDL,CLT,644.0,1677,"Thin route - reliable, short delay tail"
BDL-DAL,BDL,DAL,1463.0,7,
BDL-DCA,BDL,DCA,313.0,1708,"Thin route - long delay tail, high average delay"
BDL-DEN,BDL,DEN,1671.0,890,"Thin route - long-haul, rarely cancels"
BDL-DFW,BDL,DFW,1471.0,681,"Thin route - long delay tail, high average delay"
BDL-DTW,BDL,DTW,549.0,1269,"Thin route - reliable, short delay tail"
BDL-FLL,BDL,FLL,1173.0,721,"Thin route - long delay tail, high average delay"
BDL-IAD,BDL,IAD,325.0,1077,"Thin route - reliable, short delay tail"
BDL-IAH,BDL,IAH,1507.0,71,
BDL-JFK,BDL,JFK,106.0,365,"Thin route - reliable, short delay tail"
BDL-MCO,BDL,MCO,1050.0,1895,"Trunk route - multi-carrier, unreliable"
BDL-MDW,BDL,MDW,776.0,824,"Thin route - reliable, short delay tail"
BDL-MIA,BDL,MIA,1194.0,429,"Thin route - reliable, short delay tail"
BDL-MSP,BDL,MSP,1050.0,832,"Thin route - reliable, short delay tail"
BDL-MYR,BDL,MYR,664.0,56,
BDL-ORD,BDL,ORD,783.0,2365,"Trunk route - multi-carrier, unreliable"
BDL-PBI,BDL,PBI,1133.0,516,"Thin route - long delay tail, high average delay"
BDL-PHL,BDL,PHL,195.0,571,"Thin route - reliable, short delay tail"
BDL-RSW,BDL,RSW,1180.0,285,
BDL-SJU,BDL,SJU,1666.0,966,"Thin route - long delay tail, high average delay"
BDL-TPA,BDL,TPA,1111.0,682,"Thin route - reliable, short delay tail"
BET-ANC,BET,ANC,399.0,723,"Thin route - long delay tail, high average delay"
BFF-DEN,BFF,DEN,150.0,626,"Thin route - long delay tail, high average delay"
BFL-DEN,BFL,DEN,845.0,728,"Thin route - reliable, short delay tail"
BFL-DFW,BFL,DFW,1271.0,310,"Thin route - reliable, short delay tail"
BFL-PHX,BFL,PHX,425.0,1306,"Thin route - reliable, short delay tail"
BFL-SFO,BFL,SFO,238.0,583,"Thin route - reliable, short delay tail"
BGM-DTW,BGM,DTW,378.0,267,
BGR-ATL,BGR,ATL,1134.0,38,
BGR-CLT,BGR,CLT,921.0,278,
BGR-DCA,BGR,DCA,590.0,1117,"Thin route - long delay tail, high average delay"
BGR-DEN,BGR,DEN,1852.0,5,
BGR-DTW,BGR,DTW,750.0,13,
BGR-EWR,BGR,EWR,393.0,482,"Thin route - long delay tail, high average delay"
BGR-FLL,BGR,FLL,1438.0,25,
BGR-LGA,BGR,LGA,378.0,259,
BGR-ORD,BGR,ORD,978.0,697,"Trunk route - multi-carrier, unreliable"
BGR-PGD,BGR,PGD,1433.0,70,
BGR-PHL,BGR,PHL,473.0,490,"Thin route - long delay tail, high average delay"
BGR-PIE,BGR,PIE,1394.0,221,
BGR-SFB,BGR,SFB,1299.0,288,
BHM-ACT,BHM,ACT,626.0,1,
BHM-ATL,BHM,ATL,134.0,3334,"Thin route - reliable, short delay tail"
BHM-BNA,BHM,BNA,177.0,515,"Thin route - reliable, short delay tail"
BHM-BTR,BHM,BTR,332.0,1,
BHM-BWI,BHM,BWI,682.0,337,"Thin route - reliable, short delay tail"
BHM-CLL,BHM,CLL,600.0,1,
BHM-CLT,BHM,CLT,350.0,1758,"Trunk route - multi-carrier, unreliable"
BHM-COU,BHM,COU,474.0,1,
BHM-DAL,BHM,DAL,587.0,981,"Thin route - reliable, short delay tail"
BHM-DCA,BHM,DCA,653.0,1043,"Thin route - long delay tail, high average delay"
BHM-DEN,BHM,DEN,1083.0,1218,"Thin route - reliable, short delay tail"
BHM-DFW,BHM,DFW,597.0,2199,"Trunk route - multi-carrier, unreliable"
BHM-DTW,BHM,DTW,625.0,312,"Thin route - long delay tail, high average delay"
BHM-EWR,BHM,EWR,850.0,27,
BHM-FLL,BHM,FLL,650.0,39,
BHM-HOU,BHM,HOU,570.0,447,"Thin route - reliable, short delay tail"
BHM-IAH,BHM,IAH,562.0,91,
BHM-LAS,BHM,LAS,1618.0,359,"Thin route - long-haul, rarely cancels"
BHM-LAX,BHM,LAX,1815.0,3,
BHM-MCO,BHM,MCO,479.0,848,"Thin route - reliable, short delay tail"
BHM-MDW,BHM,MDW,570.0,457,"Thin route - reliable, short delay tail"
BHM-MIA,BHM,MIA,661.0,651,"Thin route - reliable, short delay tail"
BHM-MKE,BHM,MKE,650.0,2,
BHM-MSN,BHM,MSN,675.0,2,
BHM-OKC,BHM,OKC,632.0,7,
BHM-ORD,BHM,ORD,584.0,1117,"Trunk route - multi-carrier, unreliable"
BHM-PHL,BHM,PHL,772.0,561,"Thin route - reliable, short delay tail"
BHM-PHX,BHM,PHX,1455.0,185,
BHM-TLH,BHM,TLH,260.0,1,
BHM-TPA,BHM,TPA,459.0,425,"Thin route - reliable, short delay tail"
BHM-TYS,BHM,TYS,221.0,1,
BIH-DEN,BIH,DEN,760.0,155,
BIH-SFO,BIH,SFO,221.0,230,
BIL-AZA,BIL,AZA,878.0,178,
BIL-DEN,BIL,DEN,455.0,1778,"Thin route - reliable, short delay tail"
BIL-DFW,BIL,DFW,1081.0,691,"Thin route - reliable, short delay tail"
BIL-LAS,BIL,LAS,754.0,129,
BIL-MSP,BIL,MSP,748.0,365,"Thin route - reliable, short delay tail"
BIL-ORD,BIL,ORD,1060.0,317,"Thin route - reliable, short delay tail"
BIL-PHX,BIL,PHX,873.0,110,
BIL-SLC,BIL,SLC,387.0,1074,"Thin route - reliable, short delay tail"
BIS-AZA,BIS,AZA,1092.0,244,
BIS-DEN,BIS,DEN,516.0,1466,"Thin route - reliable, short delay tail"
BIS-DFW,BIS,DFW,977.0,727,"Thin route - reliable, short delay tail"
BIS-LAS,BIS,LAS,1048.0,116,
BIS-MSP,BIS,MSP,386.0,1032,"Thin route - reliable, short delay tail"
BIS-ORD,BIS,ORD,715.0,274,
BIS-SFB,BIS,SFB,1628.0,15,
BJI-MSP,BJI,MSP,199.0,728,"Thin route - reliable, short delay tail"
BLI-AZA,BLI,AZA,1208.0,145,
BLI-BUR,BLI,BUR,1030.0,49,
BLI-LAS,BLI,LAS,954.0,435,"Thin route - reliable, short delay tail"
BLI-LAX,BLI,LAX,1047.0,45,
BLI-OAK,BLI,OAK,764.0,101,
BLI-PDX,BLI,PDX,221.0,135,
BLI-PSP,BLI,PSP,1078.0,106,
BLI-SAN,BLI,SAN,1142.0,4,
BLI-SEA,BLI,SEA,93.0,1217,"Thin route - reliable, short delay tail"
BLV-FLL,BLV,FLL,1028.0,59,
BLV-GUF,BLV,GUF,582.0,115,
BLV-JAX,BLV,JAX,723.0,48,
BLV-LAS,BLV,LAS,1400.0,55,
BLV-MYR,BLV,MYR,696.0,35,
BLV-PGD,BLV,PGD,921.0,225,
BLV-PIE,BLV,PIE,841.0,172,
BLV-SAV,BLV,SAV,658.0,13,
BLV-SFB,BLV,SFB,835.0,166,
BLV-SRQ,BLV,SRQ,876.0,108,
BLV-TYS,BLV,TYS,373.0,5,
BLV-VPS,BLV,VPS,587.0,394,"Thin route - long delay tail, high average delay"
BMI-ATL,BMI,ATL,533.0,82,
BMI-AZA,BMI,AZA,1348.0,28,
BMI-DFW,BMI,DFW,690.0,727,"Thin route - reliable, short delay tail"
BMI-ORD,BMI,ORD,116.0,879,"Thin route - reliable, short delay tail"
BMI-PIE,BMI,PIE,936.0,111,
BMI-SFB,BMI,SFB,917.0,126,
BNA-ABE,BNA,ABE,684.0,66,
BNA-ABQ,BNA,ABQ,1123.0,253,
BNA-ALB,BNA,ALB,825.0,436,"Thin route - reliable, short delay tail"
BNA-ATL,BNA,ATL,214.0,4265,"Thin route - reliable, short delay tail"
BNA-ATW,BNA,ATW,570.0,89,
BNA-AUS,BNA,AUS,756.0,3028,"Thin route - reliable, short delay tail"
BNA-BDL,BNA,BDL,852.0,391,"Thin route - reliable, short delay tail"
BNA-BHM,BNA,BHM,177.0,516,"Thin route - reliable, short delay tail"
BNA-BOS,BNA,BOS,942.0,2935,"Trunk route - multi-carrier, unreliable"
BNA-BTR,BNA,BTR,464.0,1,
BNA-BUF,BNA,BUF,633.0,370,"Thin route - reliable, short delay tail"
BNA-BUR,BNA,BUR,1791.0,329,"Thin route - long-haul, rarely cancels"
BNA-BWI,BNA,BWI,587.0,1813,"Thin route - reliable, short delay tail"
BNA-BZN,BNA,BZN,1435.0,122,
BNA-CAK,BNA,CAK,436.0,58,
BNA-CHS,BNA,CHS,439.0,987,"Thin route - reliable, short delay tail"
BNA-CID,BNA,CID,481.0,47,
BNA-CLE,BNA,CLE,448.0,1041,"Trunk route - multi-carrier, unreliable"
BNA-CLT,BNA,CLT,328.0,3487,"Trunk route - multi-carrier, unreliable"
BNA-CMH,BNA,CMH,338.0,1035,"Thin route - reliable, short delay tail"
BNA-CVG,BNA,CVG,230.0,521,"Thin route - reliable, short delay tail"
BNA-DAL,BNA,DAL,623.0,2447,"Thin route - reliable, short delay tail"
BNA-DCA,BNA,DCA,562.0,4356,"Trunk route - multi-carrier, unreliable"
BNA-DEN,BNA,DEN,1013.0,3645,"Trunk route - multi-carrier, unreliable"
BNA-DFW,BNA,DFW,631.0,3534,"Trunk route - multi-carrier, unreliable"
BNA-DSM,BNA,DSM,530.0,165,
BNA-DTW,BNA,DTW,456.0,2421,"Trunk route - multi-carrier, unreliable"
BNA-ECP,BNA,ECP,401.0,1088,"Thin route - reliable, short delay tail"
BNA-ELP,BNA,ELP,1167.0,1,
BNA-EWR,BNA,EWR,748.0,1877,"Trunk route - multi-carrier, unreliable"
BNA-EYW,BNA,EYW,849.0,1,
BNA-FAR,BNA,FAR,910.0,104,
BNA-FLL,BNA,FLL,793.0,2128,"Trunk route - multi-carrier, unreliable"
BNA-FNT,BNA,FNT,497.0,94,
BNA-FSD,BNA,FSD,741.0,105,
BNA-GNV,BNA,GNV,512.0,1,
BNA-GRR,BNA,GRR,470.0,179,
BNA-GSP,BNA,GSP,265.0,668,"Thin route - long delay tail, high average delay"
BNA-GUF,BNA,GUF,406.0,63,
BNA-HDN,BNA,HDN,1153.0,10,
BNA-HOU,BNA,HOU,670.0,1820,"Thin route - reliable, short delay tail"
BNA-IAD,BNA,IAD,542.0,1008,"Trunk route - multi-carrier, unreliable"
BNA-IAH,BNA,IAH,657.0,1409,"Thin route - reliable, short delay tail"
BNA-IND,BNA,IND,249.0,524,"Thin route - reliable, short delay tail"
BNA-JAN,BNA,JAN,327.0,366,"Thin route - reliable, short delay tail"
BNA-JAX,BNA,JAX,483.0,1096,"Thin route - reliable, short delay tail"
BNA-JFK,BNA,JFK,765.0,1439,"Trunk route - multi-carrier, unreliable"
BNA-LAS,BNA,LAS,1587.0,2021,"Trunk route - multi-carrier, unreliable"
BNA-LAX,BNA,LAX,1798.0,2329,"Trunk route - multi-carrier, unreliable"
BNA-LGA,BNA,LGA,764.0,3781,"Trunk route - multi-carrier, unreliable"
BNA-LGB,BNA,LGB,1785.0,365,"Thin route - long-haul, rarely cancels"
BNA-LIT,BNA,LIT,327.0,298,
BNA-MCI,BNA,MCI,491.0,1380,"Thin route - reliable, short delay tail"
BNA-MCO,BNA,MCO,616.0,3510,"Trunk route - multi-carrier, unreliable"
BNA-MDT,BNA,MDT,608.0,73,
BNA-MDW,BNA,MDW,395.0,1893,"Thin route - reliable, short delay tail"
BNA-MEM,BNA,MEM,200.0,515,"Thin route - reliable, short delay tail"
BNA-MIA,BNA,MIA,806.0,2537,"Trunk route - multi-carrier, unreliable"
BNA-MKE,BNA,MKE,475.0,969,"Thin route - reliable, short delay tail"
BNA-MSP,BNA,MSP,695.0,1745,"Thin route - reliable, short delay tail"
BNA-MSY,BNA,MSY,471.0,1489,"Thin route - reliable, short delay tail"
BNA-MTJ,BNA,MTJ,1177.0,4,
BNA-MYR,BNA,MYR,471.0,635,"Thin route - reliable, short delay tail"
BNA-OKC,BNA,OKC,616.0,527,"Thin route - reliable, short delay tail"
BNA-OMA,BNA,OMA,612.0,401,"Thin route - reliable, short delay tail"
BNA-ONT,BNA,ONT,1751.0,336,"Thin route - long-haul, rarely cancels"
BNA-ORD,BNA,ORD,409.0,5029,"Trunk route - multi-carrier, unreliable"
BNA-ORF,BNA,ORF,585.0,423,"Thin route - reliable, short delay tail"
BNA-PBI,BNA,PBI,757.0,365,"Thin route - long delay tail, high average delay"
BNA-PDX,BNA,PDX,1973.0,318,"Thin route - long-haul, rarely cancels"
BNA-PGD,BNA,PGD,692.0,116,
BNA-PHL,BNA,PHL,675.0,2846,"Trunk route - multi-carrier, unreliable"
BNA-PHX,BNA,PHX,1449.0,2363,"Trunk route - multi-carrier, unreliable"
BNA-PIA,BNA,PIA,353.0,47,
BNA-PIE,BNA,PIE,612.0,87,
BNA-PIT,BNA,PIT,462.0,1102,"Thin route - reliable, short delay tail"
BNA-PNS,BNA,PNS,391.0,957,"Thin route - reliable, short delay tail"
BNA-PVD,BNA,PVD,906.0,380,"Thin route - reliable, short delay tail"
BNA-PVU,BNA,PVU,1388.0,95,
BNA-PWM,BNA,PWM,1010.0,160,
BNA-RDU,BNA,RDU,442.0,2214,"Trunk route - multi-carrier, unreliable"
BNA-RFD,BNA,RFD,438.0,46,
BNA-RIC,BNA,RIC,527.0,467,"Thin route - reliable, short delay tail"
BNA-RSW,BNA,RSW,722.0,807,"Thin route - reliable, short delay tail"
BNA-SAN,BNA,SAN,1751.0,1065,"Thin route - long-haul, rarely cancels"
BNA-SAT,BNA,SAT,822.0,940,"Thin route - reliable, short delay tail"
BNA-SAV,BNA,SAV,417.0,903,"Thin route - reliable, short delay tail"
BNA-SDF,BNA,SDF,151.0,506,"Thin route - long delay tail, high average delay"
BNA-SEA,BNA,SEA,1978.0,1476,"Thin route - long-haul, rarely cancels"
BNA-SFB,BNA,SFB,598.0,124,
BNA-SFO,BNA,SFO,1969.0,1158,"Thin route - long-haul, rarely cancels"
BNA-SHV,BNA,SHV,481.0,26,
BNA-SJC,BNA,SJC,1947.0,246,
BNA-SJU,BNA,SJU,1753.0,53,
BNA-SLC,BNA,SLC,1404.0,1206,"Thin route - long-haul, rarely cancels"
BNA-SMF,BNA,SMF,1917.0,345,"Thin route - long-haul, rarely cancels"
BNA-SNA,BNA,SNA,1772.0,150,
BNA-SRQ,BNA,SRQ,648.0,686,"Thin route - reliable, short delay tail"
BNA-STL,BNA,STL,272.0,1286,"Thin route - reliable, short delay tail"
BNA-SYR,BNA,SYR,741.0,106,
BNA-TPA,BNA,TPA,612.0,2479,"Trunk route - multi-carrier, unreliable"
BNA-TUL,BNA,TUL,515.0,514,"Thin route - reliable, short delay tail"
BNA-TYS,BNA,TYS,152.0,298,
BNA-VPS,BNA,VPS,389.0,818,"Thin route - reliable, short delay tail"
BNA-XNA,BNA,XNA,426.0,81,
BOI-ANC,BOI,ANC,1842.0,15,
BOI-ATL,BOI,ATL,1838.0,545,"Thin route - long-haul, rarely cancels"
BOI-AZA,BOI,AZA,749.0,75,
BOI-BUR,BOI,BUR,656.0,430,"Thin route - reliable, short delay tail"
BOI-DAL,BOI,DAL,1282.0,9,
BOI-DEN,BOI,DEN,649.0,3033,"Trunk route - multi-carrier, unreliable"
BOI-DFW,BOI,DFW,1272.0,802,"Thin route - reliable, short delay tail"
BOI-GEG,BOI,GEG,287.0,296,
BOI-LAS,BOI,LAS,519.0,1363,"Trunk route - multi-carrier, unreliable"
BOI-LAX,BOI,LAX,674.0,1373,"Thin route - reliable, short delay tail"
BOI-MDW,BOI,MDW,1448.0,87,
BOI-MSP,BOI,MSP,1142.0,783,"Thin route - reliable, short delay tail"
BOI-OAK,BOI,OAK,512.0,554,"Thin route - reliable, short delay tail"
BOI-ONT,BOI,ONT,660.0,2,
BOI-ORD,BOI,ORD,1437.0,1111,"Trunk route - multi-carrier, unreliable"
BOI-PDX,BOI,PDX,344.0,1084,"Thin route - reliable, short delay tail"
BOI-PHX,BOI,PHX,735.0,2014,"Trunk route - multi-carrier, unreliable"
BOI-SAN,BOI,SAN,749.0,1028,"Thin route - reliable, short delay tail"
BOI-SBN,BOI,SBN,1521.0,3,
BOI-SEA,BOI,SEA,399.0,3761,"Thin route - reliable, short delay tail"
BOI-SFO,BOI,SFO,522.0,1716,"Thin route - long delay tail, high average delay"
BOI-SJC,BOI,SJC,523.0,658,"Thin route - reliable, short delay tail"
BOI-SLC,BOI,SLC,290.0,1740,"Thin route - reliable, short delay tail"
BOI-SMF,BOI,SMF,437.0,860,"Thin route - reliable, short delay tail"
BOI-SNA,BOI,SNA,688.0,359,"Thin route - reliable, short delay tail"
BOS-ACK,BOS,ACK,91.0,284,
BOS-AGS,BOS,AGS,861.0,8,
BOS-ANC,BOS,ANC,3383.0,7,
BOS-ATL,BOS,ATL,946.0,4973,"Trunk route - multi-carrier, unreliable"
BOS-AUS,BOS,AUS,1698.0,1673,"Trunk route - multi-carrier, unreliable"
BOS-AVL,BOS,AVL,783.0,219,
BOS-BNA,BOS,BNA,942.0,2934,"Trunk route - multi-carrier, unreliable"
BOS-BUF,BOS,BUF,395.0,1295,"Trunk route - multi-carrier, unreliable"
BOS-BWI,BOS,BWI,369.0,3513,"Trunk route - multi-carrier, unreliable"
BOS-BZN,BOS,BZN,1991.0,207,
BOS-CHS,BOS,CHS,818.0,1140,"Trunk route - multi-carrier, unreliable"
BOS-CLE,BOS,CLE,563.0,1650,"Trunk route - multi-carrier, unreliable"
BOS-CLT,BOS,CLT,728.0,4019,"Trunk route - multi-carrier, unreliable"
BOS-CMH,BOS,CMH,640.0,2003,"Trunk route - multi-carrier, unreliable"
BOS-CVG,BOS,CVG,752.0,2000,"Trunk route - multi-carrier, unreliable"
BOS-DAB,BOS,DAB,1068.0,240,
BOS-DAL,BOS,DAL,1554.0,260,
BOS-DCA,BOS,DCA,399.0,9092,"Trunk route - multi-carrier, unreliable"
BOS-DEN,BOS,DEN,1754.0,3868,"Trunk route - multi-carrier, unreliable"
BOS-DFW,BOS,DFW,1562.0,3706,"Trunk route - multi-carrier, unreliable"
BOS-DSM,BOS,DSM,1165.0,81,
BOS-DTW,BOS,DTW,632.0,2583,"Trunk route - multi-carrier, unreliable"
BOS-EWR,BOS,EWR,200.0,3866,"Trunk route - multi-carrier, unreliable"
BOS-EYW,BOS,EYW,1373.0,221,
BOS-FLL,BOS,FLL,1237.0,3359,"Thin route - long delay tail, high average delay"
BOS-GRR,BOS,GRR,740.0,69,
BOS-GSP,BOS,GSP,795.0,2,
BOS-HDN,BOS,HDN,1871.0,43,
BOS-HHH,BOS,HHH,878.0,15,
BOS-HNL,BOS,HNL,5095.0,68,
BOS-HOU,BOS,HOU,1609.0,1,
BOS-IAD,BOS,IAD,412.0,1516,"Thin route - reliable, short delay tail"
BOS-IAH,BOS,IAH,1597.0,2021,"Thin route - long-haul, rarely cancels"
BOS-ILM,BOS,ILM,672.0,433,"Thin route - reliable, short delay tail"
BOS-IND,BOS,IND,818.0,2022,"Trunk route - multi-carrier, unreliable"
BOS-JAX,BOS,JAX,1011.0,1610,"Trunk route - multi-carrier, unreliable"
BOS-JFK,BOS,JFK,187.0,5672,"Trunk route - multi-carrier, unreliable"
BOS-LAS,BOS,LAS,2381.0,1609,"Thin route - long-haul, rarely cancels"
BOS-LAX,BOS,LAX,2611.0,4758,"Trunk route - multi-carrier, unreliable"
BOS-LGA,BOS,LGA,184.0,7342,"Trunk route - multi-carrier, unreliable"
BOS-MCI,BOS,MCI,1256.0,646,"Thin route - long-haul, rarely cancels"
BOS-MCO,BOS,MCO,1121.0,4620,"Trunk route - multi-carrier, unreliable"
BOS-MDT,BOS,MDT,335.0,116,
BOS-MDW,BOS,MDW,861.0,1361,"Thin route - long delay tail, high average delay"
BOS-MEM,BOS,MEM,1139.0,294,
BOS-MIA,BOS,MIA,1258.0,3384,"Trunk route - multi-carrier, unreliable"
BOS-MKE,BOS,MKE,860.0,741,"Thin route - reliable, short delay tail"
BOS-MSN,BOS,MSN,932.0,101,
BOS-MSP,BOS,MSP,1124.0,1853,"Thin route - reliable, short delay tail"
BOS-MSY,BOS,MSY,1367.0,855,"Trunk route - multi-carrier, unreliable"
BOS-MVY,BOS,MVY,70.0,84,
BOS-MYR,BOS,MYR,738.0,439,"Thin route - long delay tail, high average delay"
BOS-ORD,BOS,ORD,867.0,7750,"Trunk route - multi-carrier, unreliable"
BOS-ORF,BOS,ORF,468.0,474,"Thin route - reliable, short delay tail"
BOS-PBI,BOS,PBI,1197.0,2153,"Thin route - long delay tail, high average delay"
BOS-PDX,BOS,PDX,2537.0,671,"Thin route - long-haul, rarely cancels"
BOS-PHL,BOS,PHL,280.0,4981,"Trunk route - multi-carrier, unreliable"
BOS-PHX,BOS,PHX,2300.0,2017,"Thin route - long-haul, rarely cancels"
BOS-PIT,BOS,PIT,496.0,2156,"Trunk route - multi-carrier, unreliable"
BOS-PQI,BOS,PQI,332.0,365,"Thin route - long delay tail, high average delay"
BOS-RDU,BOS,RDU,612.0,2828,"Trunk route - multi-carrier, unreliable"
BOS-RIC,BOS,RIC,473.0,1694,"Trunk route - multi-carrier, unreliable"
BOS-ROC,BOS,ROC,343.0,385,"Thin route - reliable, short delay tail"
BOS-RSW,BOS,RSW,1249.0,2193,"Trunk route - multi-carrier, unreliable"
BOS-SAN,BOS,SAN,2588.0,1849,"Thin route - long-haul, rarely cancels"
BOS-SAT,BOS,SAT,1764.0,356,"Thin route - long-haul, rarely cancels"
BOS-SAV,BOS,SAV,901.0,1044,"Trunk route - multi-carrier, unreliable"
